Turn,Player Name,Profession,Strategy,Salary,Passive Income,Taxes,Other Expenses,Total Expenses,Child Cost,Savings,Loans,Sold Assets,No. Children,Cashflow,Stock Assets,Real Estate Assets,Business Assets,No. Dice,Die Roll,Board Space No. Before,Board Space No. After,Passed Paycheck,Board Space After
31,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1000,14,0,0,60,0,7,0,1,3,15,18,False,Opportunity
32,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1000,14,0,0,60,0,7,0,1,6,18,1,True,Doodads
33,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1060,14,0,0,60,0,7,0,1,4,1,5,True,Pay Check
34,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1120,14,0,0,60,0,7,0,1,3,5,8,False,Opportunity
35,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1120,14,0,0,60,0,7,0,1,5,8,13,True,Pay Check
36,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1180,14,0,0,60,0,7,0,1,1,13,14,False,Opportunity
37,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1180,14,0,0,60,0,7,0,1,2,14,16,False,Opportunity
38,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1180,14,0,0,60,0,7,0,1,1,16,17,False,Doodads
39,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1180,14,0,0,60,0,7,0,1,4,17,21,True,Pay Check
40,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1240,14,0,0,60,0,7,0,1,4,21,2,False,Opportunity
41,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1240,14,0,0,60,0,7,0,1,2,2,4,False,Opportunity
42,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1240,14,0,0,60,0,7,0,1,1,4,5,True,Pay Check
43,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1300,14,0,0,60,0,7,0,1,5,5,10,False,Opportunity
44,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1300,14,0,0,60,0,7,0,1,6,10,16,True,Opportunity
45,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1360,14,0,0,60,0,7,0,1,1,16,17,False,Doodads
46,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,5770,250,1360,14,0,0,60,0,7,0,1,2,17,19,False,Downsized
47,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,6270,250,590,15,0,0,-440,0,7,0,1,Use Layoff
48,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,6270,250,590,15,0,0,-440,0,7,0,1,Use Layoff
49,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,6270,250,590,15,0,0,-440,0,7,0,1,1,19,20,False,Opportunity
50,Player1,"
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False",Dave Ramsey,4900,930,1050,1090,6270,250,150,15,0,0,-440,0,7,0,1,1,"
Name:              Player1
Profession:        
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False

Salary:            4900
Taxes:             1050
Other Expenses:    1090
Children:          0
Cost per Child:    250
Savings:           150
Total Income:      5830
Passive Income:    930
Total Expenses:    6270
Monthly Cash Flow: -440
No. Loans:         15
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False
Loan Name:             Bank Loan
   Loan Balance:       5000
   Loan Payment:       500
   Part. Pay. Allowed: True
Loan Name:             Big Screen TV Loan
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Bank Loan
   Loan Balance:       1000
   Loan Payment:       100
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       5000
   Loan Payment:       500
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       2000
   Loan Payment:       200
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       3000
   Loan Payment:       300
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       4000
   Loan Payment:       400
   Part. Pay. Allowed: True
Loan Name:             Boat Loan
   Loan Balance:       17000
   Loan Payment:       340
   Part. Pay. Allowed: False
Loan Name:             Bank Loan
   Loan Balance:       1000
   Loan Payment:       100
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       5000
   Loan Payment:       500
   Part. Pay. Allowed: True

No. Assets:        7

 Type:             HouseForSale
   Name:           You Find a Great Deal!
   house_or_condo: House
   Cost:           45000
   Down Payment:   2000
   Cash Flow:      250
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.5
 Type:             HouseForSale
   Name:           You Find a Great Deal!
   house_or_condo: House
   Cost:           35000
   Down Payment:   2000
   Cash Flow:      220
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.32
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           65000
   Down Payment:   5000
   Cash Flow:      160
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            0.384
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   4000
   Cash Flow:      200
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            0.6
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   3000
   Cash Flow:      100
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            0.4
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   0
   Cash Flow:      -100
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.0
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   0
   Cash Flow:      100
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.0

Strategy:          
 Strategy Name:              Dave Ramsey
 Manual:                     False
 ROI Threshold:              0.2
 Price Ratio Threshold:      0.5
 Take Downpayment Loans:     True
 Take Any Loans:             True
 Charitable:                 True
 Big Deal Savings Threshold: 5000
 Loan Payback Strategy:      Smallest","
Name:              Player1
Profession:        
Profession:     Engineer
Salary:         4900
Taxes:          1050
Other Expenses: 1090
Cost per Child: 250
Savings:        400
No. Loans:      5
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False

Salary:            4900
Taxes:             1050
Other Expenses:    1090
Children:          0
Cost per Child:    250
Savings:           150
Total Income:      5830
Passive Income:    930
Total Expenses:    6270
Monthly Cash Flow: -440
No. Loans:         15
Loan Name:             Mortgage
   Loan Balance:       75000
   Loan Payment:       700
   Part. Pay. Allowed: False
Loan Name:             School Loans
   Loan Balance:       12000
   Loan Payment:       60
   Part. Pay. Allowed: False
Loan Name:             Car Loans
   Loan Balance:       7000
   Loan Payment:       140
   Part. Pay. Allowed: False
Loan Name:             Credit Cards
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Retail Debt
   Loan Balance:       1000
   Loan Payment:       50
   Part. Pay. Allowed: False
Loan Name:             Bank Loan
   Loan Balance:       5000
   Loan Payment:       500
   Part. Pay. Allowed: True
Loan Name:             Big Screen TV Loan
   Loan Balance:       4000
   Loan Payment:       120
   Part. Pay. Allowed: False
Loan Name:             Bank Loan
   Loan Balance:       1000
   Loan Payment:       100
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       5000
   Loan Payment:       500
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       2000
   Loan Payment:       200
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       3000
   Loan Payment:       300
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       4000
   Loan Payment:       400
   Part. Pay. Allowed: True
Loan Name:             Boat Loan
   Loan Balance:       17000
   Loan Payment:       340
   Part. Pay. Allowed: False
Loan Name:             Bank Loan
   Loan Balance:       1000
   Loan Payment:       100
   Part. Pay. Allowed: True
Loan Name:             Bank Loan
   Loan Balance:       5000
   Loan Payment:       500
   Part. Pay. Allowed: True

No. Assets:        7

 Type:             HouseForSale
   Name:           You Find a Great Deal!
   house_or_condo: House
   Cost:           45000
   Down Payment:   2000
   Cash Flow:      250
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.5
 Type:             HouseForSale
   Name:           You Find a Great Deal!
   house_or_condo: House
   Cost:           35000
   Down Payment:   2000
   Cash Flow:      220
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.32
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           65000
   Down Payment:   5000
   Cash Flow:      160
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            0.384
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   4000
   Cash Flow:      200
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            0.6
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   3000
   Cash Flow:      100
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            0.4
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   0
   Cash Flow:      -100
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.0
 Type:             HouseForSale
   Name:           House For Sale - 3Br/2Ba
   house_or_condo: House
   Cost:           50000
   Down Payment:   0
   Cash Flow:      100
   Units:          0
   Acres:          0
   Price Range:    65000 - 135000
   ROI:            1.0

Strategy:          
 Strategy Name:              Dave Ramsey
 Manual:                     False
 ROI Threshold:              0.2
 Price Ratio Threshold:      0.5
 Take Downpayment Loans:     True
 Take Any Loans:             True
 Charitable:                 True
 Big Deal Savings Threshold: 5000
 Loan Payback Strategy:      Smallest",True,Pay Check
End of simulation
